user_id,created_at,company_id,language,activated_at,state
101,2013-01-10 13:05:00,5343,french,2013-01-10 13:07:00,active
102,2013-01-10 11:47:00,9294,english,null,pending
103,2013-01-10 13:05:00,44,portugese,2013-01-10 13:06:00,active
104,2013-01-10 17:23:00,4936,english,2013-01-10 17:25:00,active
105,2013-01-11 13:25:00,12000,english,2013-01-11 13:26:00,active
106,2013-01-11 23:23:00,12473,italian,2013-01-11 23:25:00,active
107,2013-01-11 12:28:00,12411,english,2013-01-11 12:30:00,active
108,2013-01-11 16:36:00,8,japanese,2013-01-11 16:37:00,active
109,2013-01-11 16:34:00,1777,spanish,null,pending
110,2013-01-11 08:40:00,87,english,null,pending
111,2013-01-11 16:17:00,2,arabic,2013-01-11 16:18:00,active
112,2013-01-11 17:03:00,11414,german,null,pending
113,2013-01-11 10:52:00,457,german,2013-01-11 10:54:00,active
114,2013-01-11 17:59:00,2696,english,null,pending
115,2013-01-11 22:10:00,2361,chinese,null,pending
116,2013-01-12 03:07:00,1,english,null,pending
117,2013-01-12 16:17:00,8636,japanese,2013-01-12 16:19:00,active
118,2013-01-12 15:29:00,1,english,2013-01-12 15:31:00,active
119,2013-01-12 15:47:00,5,english,2013-01-12 15:48:00,active
120,2013-01-13 16:00:00,376,japanese,2013-01-13 16:02:00,active
121,2013-01-13 15:04:00,9770,chinese,2013-01-13 15:05:00,active
122,2013-01-13 17:22:00,274,english,null,pending
123,2013-01-14 15:12:00,219,spanish,2013-01-14 15:14:00,active
124,2013-01-14 20:22:00,9039,german,2013-01-14 20:24:00,active
125,2013-01-14 13:25:00,10578,english,null,pending
126,2013-01-14 15:59:00,3,arabic,null,pending
127,2013-01-14 12:00:00,12072,arabic,null,pending
128,2013-01-14 18:39:00,2470,russian,2013-01-14 18:40:00,active
129,2013-01-14 10:08:00,6,spanish,2013-01-14 10:10:00,active
130,2013-01-14 10:04:00,2,german,2013-01-14 10:05:00,active
131,2013-01-14 14:00:00,2637,french,null,pending
132,2013-01-14 09:09:00,23,portugese,2013-01-14 09:10:00,active
133,2013-01-14 00:17:00,101,french,2013-01-14 00:19:00,active
134,2013-01-14 09:34:00,1914,japanese,2013-01-14 09:36:00,active
135,2013-01-14 12:55:00,5981,arabic,null,pending
136,2013-01-15 14:33:00,11080,spanish,2013-01-15 14:35:00,active
137,2013-01-15 08:50:00,2837,english,2013-01-15 08:51:00,active
138,2013-01-15 23:36:00,2541,indian,2013-01-15 23:37:00,active
139,2013-01-15 16:16:00,467,japanese,2013-01-15 16:17:00,active
140,2013-01-15 13:01:00,11088,japanese,2013-01-15 13:03:00,active
141,2013-01-15 11:02:00,49,english,null,pending
142,2013-01-15 11:16:00,2861,english,2013-01-15 11:18:00,active
143,2013-01-15 00:14:00,2,indian,2013-01-15 00:16:00,active
144,2013-01-15 17:07:00,36,english,2013-01-15 17:09:00,active
145,2013-01-15 09:53:00,1118,english,2013-01-15 09:54:00,active
146,2013-01-15 16:46:00,12768,japanese,null,pending
147,2013-01-15 18:52:00,9001,japanese,null,pending
148,2013-01-15 20:09:00,12534,japanese,null,pending
149,2013-01-15 14:16:00,2872,english,2013-01-15 14:18:00,active
150,2013-01-15 11:24:00,908,english,2013-01-15 11:26:00,active
151,2013-01-16 14:40:00,511,english,2013-01-16 14:41:00,active
152,2013-01-16 13:01:00,6474,russian,null,pending
153,2013-01-16 17:59:00,1256,english,2013-01-16 18:01:00,active
154,2013-01-16 12:29:00,5385,english,2013-01-16 12:30:00,active
155,2013-01-16 14:40:00,2889,english,2013-01-16 14:41:00,active
156,2013-01-16 18:49:00,1210,english,2013-01-16 18:51:00,active
157,2013-01-16 12:49:00,4749,english,null,pending
158,2013-01-16 10:46:00,5825,arabic,null,pending
159,2013-01-16 11:58:00,5849,english,2013-01-16 11:59:00,active
160,2013-01-16 11:13:00,12283,indian,null,pending
161,2013-01-16 09:29:00,4529,japanese,null,pending
162,2013-01-16 11:07:00,8667,spanish,null,pending
163,2013-01-16 11:35:00,1092,arabic,2013-01-16 11:36:00,active
164,2013-01-16 14:36:00,4807,german,null,pending
165,2013-01-17 07:12:00,6230,spanish,2013-01-17 07:14:00,active
166,2013-01-17 17:23:00,12205,english,2013-01-17 17:25:00,active
167,2013-01-17 07:00:00,1214,english,2013-01-17 07:01:00,active
168,2013-01-17 09:22:00,5,japanese,null,pending
169,2013-01-17 07:46:00,825,spanish,null,pending
170,2013-01-17 09:14:00,11,english,2013-01-17 09:15:00,active
171,2013-01-17 17:54:00,13001,korean,2013-01-17 17:56:00,active
172,2013-01-17 05:13:00,4196,chinese,2013-01-17 05:14:00,active
173,2013-01-17 17:25:00,11339,french,2013-01-17 17:26:00,active
174,2013-01-17 10:07:00,478,english,null,pending
175,2013-01-17 12:04:00,3717,french,2013-01-17 12:05:00,active
176,2013-01-17 17:28:00,127,french,null,pending
177,2013-01-17 07:11:00,11952,italian,2013-01-17 07:13:00,active
178,2013-01-18 17:51:00,2730,spanish,2013-01-18 17:52:00,active
179,2013-01-18 08:24:00,2976,portugese,2013-01-18 08:25:00,active
180,2013-01-18 04:29:00,1,german,null,pending
181,2013-01-18 13:06:00,2882,spanish,2013-01-18 13:08:00,active
182,2013-01-18 01:04:00,2596,indian,2013-01-18 01:05:00,active
183,2013-01-18 13:00:00,4924,english,null,pending
184,2013-01-18 17:08:00,6426,french,2013-01-18 17:09:00,active
185,2013-01-18 18:59:00,3109,english,2013-01-18 19:00:00,active
186,2013-01-18 16:10:00,753,chinese,2013-01-18 16:11:00,active
187,2013-01-18 16:11:00,9,english,null,pending
188,2013-01-18 11:16:00,130,japanese,2013-01-18 11:18:00,active
189,2013-01-18 10:13:00,780,english,null,pending
190,2013-01-18 09:03:00,12823,english,2013-01-18 09:04:00,active
191,2013-01-18 02:54:00,10553,english,2013-01-18 02:55:00,active
192,2013-01-19 10:13:00,11020,english,null,pending
193,2013-01-19 12:21:00,1436,indian,null,pending
194,2013-01-19 18:48:00,36,english,2013-01-19 18:50:00,active
195,2013-01-19 23:44:00,6245,italian,null,pending
196,2013-01-20 17:47:00,1346,japanese,2013-01-20 17:49:00,active
197,2013-01-20 14:00:00,9274,french,null,pending
198,2013-01-20 23:59:00,12069,english,null,pending
199,2013-01-20 09:27:00,9284,french,null,pending
200,2013-01-21 14:06:00,11258,french,null,pending
201,2013-01-21 09:34:00,8624,english,2013-01-21 09:35:00,active
202,2013-01-21 13:17:00,2443,english,null,pending
203,2013-01-21 09:36:00,11741,japanese,2013-01-21 09:38:00,active
204,2013-01-21 07:16:00,108,japanese,null,pending
205,2013-01-21 11:18:00,13008,japanese,null,pending
206,2013-01-21 18:56:00,5730,english,2013-01-21 18:58:00,active
207,2013-01-21 12:29:00,6219,german,null,pending
208,2013-01-21 11:54:00,7314,french,2013-01-21 11:56:00,active
209,2013-01-21 17:07:00,14,english,2013-01-21 17:08:00,active
210,2013-01-21 12:07:00,5,italian,null,pending
211,2013-01-21 14:51:00,748,spanish,2013-01-21 14:52:00,active
212,2013-01-21 19:49:00,4582,indian,2013-01-21 19:51:00,active
213,2013-01-22 10:58:00,12023,english,null,pending
214,2013-01-22 10:38:00,44,russian,2013-01-22 10:40:00,active
215,2013-01-22 02:11:00,36,english,2013-01-22 02:13:00,active
216,2013-01-22 06:36:00,12567,german,null,pending
217,2013-01-22 12:09:00,4001,english,2013-01-22 12:10:00,active
218,2013-01-22 19:14:00,2847,english,null,pending
219,2013-01-22 04:16:00,7334,spanish,null,pending
220,2013-01-22 11:23:00,7,english,2013-01-22 11:24:00,active
221,2013-01-22 22:09:00,2234,chinese,2013-01-22 22:11:00,active
222,2013-01-22 15:40:00,15,french,null,pending
223,2013-01-22 03:01:00,3638,english,null,pending
224,2013-01-22 17:04:00,5793,german,null,pending
225,2013-01-22 23:45:00,13182,english,null,pending
226,2013-01-23 11:35:00,6489,english,2013-01-23 11:37:00,active
227,2013-01-23 12:17:00,6,english,2013-01-23 12:19:00,active
228,2013-01-23 20:10:00,5155,english,2013-01-23 20:11:00,active
229,2013-01-23 18:43:00,45,english,null,pending
230,2013-01-23 11:16:00,5386,french,2013-01-23 11:17:00,active
231,2013-01-23 15:39:00,7632,japanese,null,pending
232,2013-01-23 06:51:00,9781,spanish,2013-01-23 06:53:00,active
233,2013-01-23 13:26:00,10502,french,null,pending
234,2013-01-23 07:21:00,6745,english,null,pending
235,2013-01-23 15:10:00,893,indian,2013-01-23 15:11:00,active
236,2013-01-23 03:42:00,10137,english,null,pending
237,2013-01-23 16:40:00,10034,spanish,null,pending
238,2013-01-23 09:31:00,5782,english,null,pending
239,2013-01-23 15:06:00,9059,japanese,2013-01-23 15:08:00,active
240,2013-01-24 00:20:00,42,korean,null,pending
241,2013-01-24 21:15:00,5043,indian,null,pending
242,2013-01-24 12:33:00,6427,arabic,null,pending
243,2013-01-24 12:53:00,4181,spanish,2013-01-24 12:54:00,active
244,2013-01-24 15:09:00,4199,english,2013-01-24 15:11:00,active
245,2013-01-24 11:31:00,5344,arabic,null,pending
246,2013-01-24 11:25:00,5,german,2013-01-24 11:26:00,active
247,2013-01-24 15:19:00,3977,chinese,2013-01-24 15:20:00,active
248,2013-01-24 19:19:00,7608,chinese,null,pending
249,2013-01-24 06:07:00,2,korean,null,pending
250,2013-01-24 18:40:00,9564,english,null,pending
251,2013-01-24 20:42:00,15,indian,null,pending
252,2013-01-24 10:33:00,4285,english,null,pending
253,2013-01-24 22:21:00,11615,english,2013-01-24 22:22:00,active
254,2013-01-25 13:43:00,3715,arabic,2013-01-25 13:44:00,active
255,2013-01-25 13:19:00,4127,russian,null,pending
256,2013-01-25 08:53:00,1620,english,null,pending
257,2013-01-25 08:51:00,11452,french,null,pending
258,2013-01-25 11:16:00,10677,french,null,pending
259,2013-01-25 13:17:00,5165,english,2013-01-25 13:18:00,active
260,2013-01-25 02:58:00,609,chinese,2013-01-25 02:59:00,active
261,2013-01-25 19:32:00,1103,english,2013-01-25 19:34:00,active
262,2013-01-25 11:18:00,284,italian,2013-01-25 11:20:00,active
263,2013-01-25 08:04:00,1577,english,null,pending
264,2013-01-25 11:02:00,56,japanese,2013-01-25 11:03:00,active
265,2013-01-25 18:07:00,10702,russian,null,pending
266,2013-01-25 15:09:00,8842,english,2013-01-25 15:10:00,active
267,2013-01-25 04:22:00,275,french,null,pending
268,2013-01-25 10:45:00,193,english,2013-01-25 10:47:00,active
269,2013-01-25 08:33:00,55,portugese,null,pending
270,2013-01-26 08:40:00,11925,french,2013-01-26 08:42:00,active
271,2013-01-26 16:27:00,39,english,2013-01-26 16:28:00,active
272,2013-01-26 13:03:00,10758,chinese,2013-01-26 13:04:00,active
273,2013-01-27 17:57:00,10427,russian,null,pending
274,2013-01-27 16:51:00,1969,arabic,null,pending
275,2013-01-27 11:21:00,13020,japanese,null,pending
276,2013-01-27 13:56:00,2225,italian,2013-01-27 13:58:00,active
277,2013-01-28 09:57:00,9486,english,null,pending
278,2013-01-28 16:36:00,5,english,2013-01-28 16:38:00,active
279,2013-01-28 09:23:00,303,english,null,pending
280,2013-01-28 16:50:00,24,german,null,pending
281,2013-01-28 10:46:00,175,english,2013-01-28 10:48:00,active
282,2013-01-28 15:30:00,11425,english,null,pending
283,2013-01-28 01:05:00,4890,french,null,pending
284,2013-01-28 17:39:00,2471,english,null,pending
285,2013-01-28 11:13:00,11340,german,2013-01-28 11:14:00,active
286,2013-01-28 05:44:00,12299,japanese,2013-01-28 05:45:00,active
287,2013-01-28 06:55:00,4590,english,2013-01-28 06:56:00,active
288,2013-01-28 23:39:00,8264,russian,2013-01-28 23:41:00,active
289,2013-01-28 00:14:00,150,german,2013-01-28 00:16:00,active
290,2013-01-28 10:59:00,2,german,null,pending
291,2013-01-29 07:41:00,12539,french,null,pending
292,2013-01-29 02:48:00,484,english,null,pending
293,2013-01-29 00:58:00,6553,english,null,pending
294,2013-01-29 19:43:00,8860,japanese,null,pending
295,2013-01-29 18:42:00,10319,french,null,pending
296,2013-01-29 03:36:00,9087,english,null,pending
297,2013-01-29 15:01:00,9077,indian,2013-01-29 15:02:00,active
298,2013-01-29 16:10:00,85,chinese,null,pending
299,2013-01-29 20:51:00,38,german,null,pending
300,2013-01-29 19:58:00,624,russian,2013-01-29 20:00:00,active
301,2013-01-29 09:18:00,3,arabic,2013-01-29 09:19:00,active
302,2013-01-29 08:41:00,7925,english,null,pending
303,2013-01-29 14:05:00,2094,english,null,pending
304,2013-01-29 18:58:00,6796,chinese,null,pending
305,2013-01-30 10:22:00,9876,indian,2013-01-30 10:24:00,active
306,2013-01-30 10:24:00,6,japanese,2013-01-30 10:26:00,active
307,2013-01-30 17:48:00,8,japanese,2013-01-30 17:50:00,active
308,2013-01-30 10:30:00,75,english,null,pending
309,2013-01-30 14:39:00,94,portugese,2013-01-30 14:41:00,active
310,2013-01-30 13:35:00,3696,japanese,null,pending
311,2013-01-30 17:04:00,113,indian,null,pending
312,2013-01-30 04:20:00,13011,english,2013-01-30 04:21:00,active
313,2013-01-30 23:08:00,10354,german,null,pending
314,2013-01-30 17:15:00,225,english,null,pending
315,2013-01-30 15:08:00,1,japanese,null,pending
316,2013-01-30 17:11:00,1193,japanese,null,pending
317,2013-01-30 16:40:00,18,spanish,null,pending
318,2013-01-30 15:53:00,4801,arabic,2013-01-30 15:54:00,active
319,2013-01-31 00:34:00,3,spanish,2013-01-31 00:35:00,active
320,2013-01-31 18:59:00,7667,english,null,pending
321,2013-01-31 18:04:00,12769,arabic,2013-01-31 18:06:00,active
322,2013-01-31 16:48:00,85,portugese,2013-01-31 16:49:00,active
323,2013-01-31 18:52:00,3852,english,2013-01-31 18:54:00,active
324,2013-01-31 08:59:00,3,japanese,null,pending
325,2013-01-31 10:41:00,3532,english,null,pending
326,2013-01-31 16:28:00,3431,french,2013-01-31 16:29:00,active
327,2013-01-31 13:17:00,7187,english,null,pending
328,2013-01-31 08:05:00,13094,english,null,pending
329,2013-01-31 11:59:00,2,english,null,pending
330,2013-01-31 10:54:00,6999,japanese,2013-01-31 10:56:00,active
331,2013-01-31 18:04:00,6035,english,null,pending
332,2013-02-01 16:27:00,219,english,2013-02-01 16:28:00,active
333,2013-02-01 13:27:00,4182,english,null,pending
334,2013-02-01 15:43:00,6527,english,null,pending
335,2013-02-01 07:47:00,2930,spanish,2013-02-01 07:48:00,active
336,2013-02-01 13:10:00,10093,chinese,null,pending
337,2013-02-01 15:40:00,8766,chinese,null,pending
338,2013-02-01 10:17:00,2,spanish,2013-02-01 10:19:00,active
339,2013-02-01 05:11:00,9900,french,null,pending
340,2013-02-01 23:53:00,5168,italian,null,pending
341,2013-02-01 21:52:00,4201,english,2013-02-01 21:54:00,active
342,2013-02-01 18:25:00,8697,german,null,pending
343,2013-02-01 09:28:00,2591,english,null,pending
344,2013-02-02 17:18:00,1,english,null,pending
345,2013-02-02 15:23:00,10442,english,2013-02-02 15:25:00,active
346,2013-02-02 18:28:00,6010,english,2013-02-02 18:30:00,active
347,2013-02-02 20:05:00,10,german,2013-02-02 20:07:00,active
348,2013-02-03 12:15:00,3,english,null,pending
349,2013-02-03 23:35:00,7321,arabic,2013-02-03 23:37:00,active
350,2013-02-03 08:35:00,8807,japanese,null,pending
351,2013-02-03 21:00:00,757,german,null,pending
352,2013-02-04 01:51:00,8809,english,null,pending
353,2013-02-04 10:32:00,4122,english,2013-02-04 10:33:00,active
354,2013-02-04 03:22:00,445,french,null,pending
355,2013-02-04 21:35:00,12167,chinese,2013-02-04 21:37:00,active
356,2013-02-04 08:28:00,11,english,null,pending
357,2013-02-04 10:51:00,11842,english,null,pending
358,2013-02-04 17:22:00,3403,english,null,pending
359,2013-02-04 15:58:00,8083,english,2013-02-04 16:00:00,active
360,2013-02-04 19:33:00,10506,spanish,2013-02-04 19:34:00,active
361,2013-02-04 13:09:00,1,chinese,2013-02-04 13:11:00,active
362,2013-02-04 13:28:00,35,japanese,2013-02-04 13:30:00,active
363,2013-02-04 11:56:00,12020,english,2013-02-04 11:57:00,active
364,2013-02-04 08:26:00,343,chinese,null,pending
365,2013-02-04 03:53:00,10053,spanish,2013-02-04 03:55:00,active
366,2013-02-04 13:07:00,6145,japanese,2013-02-04 13:09:00,active
367,2013-02-04 12:41:00,5886,english,2013-02-04 12:42:00,active
368,2013-02-05 17:24:00,17,english,null,pending
369,2013-02-05 14:28:00,5596,english,2013-02-05 14:30:00,active
370,2013-02-05 14:17:00,6795,french,2013-02-05 14:18:00,active
371,2013-02-05 14:53:00,8118,japanese,null,pending
372,2013-02-05 14:39:00,1,english,2013-02-05 14:41:00,active
373,2013-02-05 17:34:00,9190,spanish,2013-02-05 17:35:00,active
374,2013-02-05 22:03:00,9830,japanese,2013-02-05 22:04:00,active
375,2013-02-05 21:14:00,13125,english,null,pending
376,2013-02-05 08:20:00,5884,german,2013-02-05 08:21:00,active
377,2013-02-05 13:01:00,6590,english,2013-02-05 13:02:00,active
378,2013-02-05 04:00:00,2376,english,2013-02-05 04:02:00,active
379,2013-02-05 08:44:00,4701,french,2013-02-05 08:45:00,active
380,2013-02-05 10:29:00,4487,japanese,2013-02-05 10:30:00,active
381,2013-02-05 00:46:00,2,english,2013-02-05 00:47:00,active
382,2013-02-05 16:23:00,4553,english,null,pending
383,2013-02-05 23:47:00,155,arabic,2013-02-05 23:48:00,active
384,2013-02-06 18:30:00,9,spanish,2013-02-06 18:32:00,active
385,2013-02-06 18:11:00,159,english,2013-02-06 18:13:00,active
386,2013-02-06 11:30:00,6,english,null,pending
387,2013-02-06 13:49:00,3887,english,null,pending
388,2013-02-06 10:39:00,7654,spanish,2013-02-06 10:40:00,active
389,2013-02-06 01:04:00,11636,spanish,null,pending
390,2013-02-06 20:16:00,4697,english,2013-02-06 20:17:00,active
391,2013-02-06 16:39:00,224,spanish,null,pending
392,2013-02-06 16:14:00,7120,english,null,pending
393,2013-02-06 10:46:00,3,english,2013-02-06 10:47:00,active
394,2013-02-06 01:41:00,2475,japanese,null,pending
395,2013-02-06 14:13:00,6522,english,null,pending
396,2013-02-06 04:37:00,9894,english,null,pending
397,2013-02-06 06:51:00,9060,english,2013-02-06 06:53:00,active
398,2013-02-07 11:34:00,6572,german,null,pending
399,2013-02-07 15:40:00,13075,english,2013-02-07 15:42:00,active
400,2013-02-07 02:21:00,7851,english,null,pending
401,2013-02-07 03:23:00,7978,italian,null,pending
402,2013-02-07 18:16:00,12013,arabic,2013-02-07 18:17:00,active
403,2013-02-07 15:14:00,1,russian,2013-02-07 15:17:00,active
404,2013-02-07 14:03:00,3453,english,2013-02-07 14:04:00,active
405,2013-02-07 18:25:00,349,arabic,2013-02-07 18:26:00,active
406,2013-02-07 16:56:00,10036,english,2013-02-07 16:57:00,active
407,2013-02-07 06:13:00,6458,chinese,null,pending
408,2013-02-07 10:47:00,36,french,2013-02-07 10:48:00,active
409,2013-02-07 12:00:00,1,english,2013-02-07 12:01:00,active
410,2013-02-07 02:39:00,7666,english,null,pending
411,2013-02-07 13:56:00,868,italian,2013-02-07 13:58:00,active
412,2013-02-07 19:13:00,6078,english,2013-02-07 19:14:00,active
413,2013-02-08 15:07:00,8523,english,2013-02-08 15:09:00,active
414,2013-02-08 15:03:00,513,indian,2013-02-08 15:05:00,active
415,2013-02-08 01:56:00,1,french,null,pending
416,2013-02-08 08:16:00,3972,japanese,null,pending
417,2013-02-08 15:56:00,1,english,2013-02-08 15:57:00,active
418,2013-02-08 14:19:00,9945,english,null,pending
419,2013-02-08 18:32:00,12655,english,null,pending
420,2013-02-08 04:14:00,5838,english,2013-02-08 04:16:00,active
421,2013-02-08 17:29:00,6000,french,null,pending
422,2013-02-08 12:45:00,9147,indian,null,pending
423,2013-02-08 16:01:00,76,spanish,null,pending
424,2013-02-08 07:25:00,3314,english,null,pending
425,2013-02-08 09:51:00,12578,chinese,null,pending
426,2013-02-08 11:10:00,29,english,null,pending
427,2013-02-08 12:25:00,1,english,null,pending
428,2013-02-08 19:02:00,2,english,2013-02-08 19:04:00,active
429,2013-02-08 16:34:00,2876,english,2013-02-08 16:36:00,active
430,2013-02-08 12:33:00,10,chinese,2013-02-08 12:35:00,active
431,2013-02-09 17:59:00,45,english,null,pending
432,2013-02-09 13:01:00,21,english,2013-02-09 13:03:00,active
433,2013-02-09 08:59:00,9806,french,null,pending
434,2013-02-09 13:52:00,329,french,2013-02-09 13:54:00,active
435,2013-02-10 07:26:00,5408,english,null,pending
436,2013-02-10 12:22:00,15,english,null,pending
437,2013-02-10 09:57:00,8635,portugese,2013-02-10 09:59:00,active
438,2013-02-10 15:54:00,5,spanish,null,pending
439,2013-02-11 08:48:00,2147,german,2013-02-11 08:49:00,active
440,2013-02-11 08:14:00,1705,english,null,pending
441,2013-02-11 11:33:00,25,english,2013-02-11 11:35:00,active
442,2013-02-11 08:33:00,27,arabic,null,pending
443,2013-02-11 14:24:00,4822,english,2013-02-11 14:26:00,active
444,2013-02-11 13:45:00,10576,spanish,null,pending
445,2013-02-11 12:32:00,73,french,null,pending
446,2013-02-11 14:00:00,5878,english,null,pending
447,2013-02-11 03:06:00,11949,french,null,pending
448,2013-02-11 13:37:00,9602,chinese,null,pending
449,2013-02-11 18:08:00,12098,indian,null,pending
450,2013-02-11 15:48:00,4787,chinese,null,pending
451,2013-02-11 19:44:00,8999,german,2013-02-11 19:46:00,active
452,2013-02-11 11:02:00,6326,english,null,pending
453,2013-02-12 14:26:00,6781,german,2013-02-12 14:28:00,active
454,2013-02-12 09:41:00,6039,french,2013-02-12 09:42:00,active
455,2013-02-12 10:57:00,1538,indian,null,pending
456,2013-02-12 18:41:00,2086,english,null,pending
457,2013-02-12 18:13:00,4485,english,2013-02-12 18:15:00,active
458,2013-02-12 17:51:00,6504,english,null,pending
459,2013-02-12 15:25:00,3734,french,null,pending
460,2013-02-12 08:41:00,3309,english,2013-02-12 08:42:00,active
